drugID,diseaseID,label,split,count_drug,count_disease,q_score_Description,q_score_Pathway,q_score_Slim,p_score_Target,p_score_Category,p_score_Conditions,p_score_Description,p_score_Mechanism,p_score_Pharmacodynamics,p_score_Smile,adj_q_score_Description,adj_q_score_Pathway,adj_q_score_Slim,adj_p_score_Target,adj_p_score_Category,adj_p_score_Conditions,adj_p_score_Description,adj_p_score_Mechanism,adj_p_score_Pharmacodynamics,adj_p_score_Smile,coverage_count,num_preds
DB00327,MESH:D005146,0,train,1.0,18.0,0.7441454,0.0087719298245614,0.0,0.0,0.0,0.0,0.7865597,0.7547852,0.7871869,0.089430894308943,0.7441454,0.0087719298245614,0.0,0.0,0.0,0.0,14.1580746,13.5861336,14.1693642,1.609756097560974,5,0
DB00833,MESH:D001167,0,train,12.0,19.0,0.68889713,0.4230769230769231,1.0,0.0,0.0666666666666666,0.0,0.7117595,0.7988544,0.8271502,0.25,8.26676556,5.076923076923077,12.0,0.0,1.2666666666666653,0.0,13.5234305,15.1782336,15.7158538,4.75,5,0
DB01043,MESH:D059366,0,train,1.0,31.0,0.6501702,0.3460972017673048,0.25,0.0,0.0277777777777777,0.0,0.35779613,0.62668675,0.7218089,0.0,0.6501702,0.3460972017673048,0.25,0.0,0.8611111111111087,0.0,11.09168003,19.42728925,22.3760759,0.0,5,0
DB00369,MESH:D014820,0,train,3.0,8.0,0.57091266,0.3042016806722689,0.0,0.0,0.0555555555555555,0.0,0.7868835,0.76138556,0.6966541,0.0967741935483871,1.71273798,0.9126050420168066,0.0,0.0,0.444444444444444,0.0,6.295068,6.09108448,5.5732328,0.7741935483870968,5,0
DB01142,MESH:D001847,0,train,15.0,34.0,0.6426252,0.1900161030595812,0.25,0.24,0.4305555555555556,0.0,0.865428,0.8505865,0.9044437,0.3148148148148148,9.639378,2.850241545893718,3.75,8.16,14.63888888888889,0.0,29.424552,28.919941,30.7510858,10.703703703703704,5,0
DB03701,MESH:D018476,0,train,62.0,4.0,0.67833924,0.1428571428571429,1.0,0.1,0.3333333333333333,0.0,0.8599565,0.88260436,0.87313396,0.5677966101694916,42.05703288,8.85714285714286,62.0,0.4,1.3333333333333333,0.0,3.439826,3.53041744,3.49253584,2.2711864406779663,5,0
DB01620,MESH:D019578,0,train,3.0,7.0,0.77675354,0.0588235294117647,0.5,0.0,0.0,0.0,0.8112553,0.7716925,0.7342941,0.1666666666666666,2.33026062,0.1764705882352941,1.5,0.0,0.0,0.0,5.6787871,5.4018475,5.1400587,1.1666666666666663,5,0
DB00991,MESH:D015430,0,train,76.0,3.0,0.3199765,0.3308056872037914,0.0,0.3333333333333333,0.3658536585365853,0.4285714285714285,0.9182507,0.9264327,0.82255715,0.3333333333333333,24.318214,25.141232227488143,0.0,1.0,1.097560975609756,1.2857142857142856,2.7547521,2.7792981,2.46767145,1.0,5,0
DB01218,MESH:D010243,0,train,69.0,6.0,0.7487922,0.1666666666666666,0.0,0.125,0.1818181818181818,0.0,0.86995447,0.831488,0.83494073,0.2052980132450331,51.6666618,11.499999999999996,0.0,0.75,1.0909090909090908,0.0,5.21972682,4.988928,5.00964438,1.2317880794701987,5,0
DB00314,MESH:D016114,0,train,1.0,8.0,0.6825421,0.1071428571428571,0.2,0.0,0.0,0.0,0.6381261,0.5957059,0.45402238,0.0576271186440678,0.6825421,0.1071428571428571,0.2,0.0,0.0,0.0,5.1050088,4.7656472,3.63217904,0.4610169491525424,5,0
DB11901,MESH:D018357,0,train,2.0,1.0,0.37536013,0.0275862068965517,0.0,0.0,0.0769230769230769,0.0,0.67743737,0.81748426,0.7219007,0.1283783783783783,0.75072026,0.0551724137931034,0.0,0.0,0.0769230769230769,0.0,0.67743737,0.81748426,0.7219007,0.1283783783783783,5,0
DB01215,MESH:D004714,0,train,5.0,2.0,0.43839666,0.0697247706422018,0.0,0.8421052631578947,0.0727272727272727,0.0,0.7597195,0.7846745,0.6265665,0.1858407079646017,2.1919833,0.3486238532110089,0.0,1.6842105263157894,0.1454545454545454,0.0,1.519439,1.569349,1.253133,0.3716814159292034,5,0
DB00315,MESH:D007683,0,train,57.0,10.0,0.8830818,0.1346153846153845,1.0,0.0,0.1454545454545454,0.1111111111111111,0.80661356,0.64052016,0.8176004,0.1796875,50.3356626,7.673076923076916,57.0,0.0,1.454545454545454,1.1111111111111112,8.066135599999999,6.4052016,8.176004,1.796875,5,0
DB00437,MESH:D018223,0,train,1.0,47.0,0.8261814,0.3584905660377359,1.0,0.0,0.0,0.0,0.8197626,0.7500248,0.8034301,0.0588235294117647,0.8261814,0.3584905660377359,1.0,0.0,0.0,0.0,38.5288422,35.2511656,37.7612147,2.7647058823529407,5,0
DB00467,MESH:D006474,0,train,6.0,7.0,0.79470533,0.198170731707317,0.0,0.0,0.2,0.0,0.6935953,0.8797927,0.8473861,0.1074380165289256,4.76823198,1.189024390243902,0.0,0.0,1.4,0.0,4.8551671,6.1585489,5.931702700000001,0.7520661157024792,5,0
DB01605,MESH:D013927,0,train,81.0,3.0,0.63127774,0.2518656716417911,0.0,0.0,0.6111111111111112,0.0,0.8525075,0.83317024,0.8711257,0.2164179104477611,51.13349694,20.40111940298508,0.0,0.0,1.8333333333333333,0.0,2.5575225,2.49951072,2.6133771,0.6492537313432833,5,0
DB00812,MESH:D000022,0,train,8.0,56.0,0.40678525,0.4498229043683589,0.0,0.0,0.0921052631578947,0.0,0.84409654,0.83922863,0.79159164,0.1743119266055046,3.254282,3.5985832349468714,0.0,0.0,5.157894736842104,0.0,47.26940624,46.99680328,44.32913184,9.761467889908255,5,0
DB00643,MESH:D019578,0,train,3.0,10.0,0.73570883,0.0363636363636363,0.0,0.0,0.03125,0.0,0.74331254,0.6595497,0.72162044,0.1818181818181818,2.20712649,0.1090909090909089,0.0,0.0,0.3125,0.0,7.4331254,6.595497,7.2162044,1.818181818181818,5,0
DB00361,MESH:D001651,0,train,6.0,58.0,0.7935405,0.658901830282862,1.0,0.0,0.087719298245614,0.0,0.7201468,0.79887414,0.62122715,0.1775700934579439,4.761243,3.953410981697172,6.0,0.0,5.087719298245612,0.0,41.7685144,46.33470012,36.0311747,10.299065420560746,5,0
DB01082,MESH:D000853,0,train,4.0,42.0,0.85986316,0.0925925925925925,0.0,0.0,0.0192307692307692,0.0,0.78018004,0.7195113,0.8124882,0.0509554140127388,3.43945264,0.37037037037037,0.0,0.0,0.8076923076923064,0.0,32.76756168,30.2194746,34.1245044,2.1401273885350296,5,0
DB09194,MESH:D014103,0,train,21.0,1.0,0.55902946,0.0224489795918367,0.0,0.4666666666666667,0.2058823529411764,0.0,0.7156827,0.8454435,0.8937609,0.3738317757009345,11.73961866,0.4714285714285706,0.0,0.4666666666666667,0.2058823529411764,0.0,0.7156827,0.8454435,0.8937609,0.3738317757009345,5,0
DB00963,MESH:D008207,0,train,2.0,2.0,0.5222172,0.2741116751269036,0.0,0.0,0.0,0.0,0.75831354,0.760816,0.58022714,0.1463414634146341,1.0444344,0.5482233502538072,0.0,0.0,0.0,0.0,1.51662708,1.521632,1.16045428,0.2926829268292682,5,0
DB00151,MESH:D017682,0,train,8.0,8.0,0.6564769,0.1330166270783848,0.0,0.0,0.0,0.0,0.7976599,0.76228726,0.7217149,0.072289156626506,5.2518152,1.0641330166270784,0.0,0.0,0.0,0.0,6.3812792,6.09829808,5.7737192,0.578313253012048,5,0
DB00152,MESH:D018382,0,train,1.0,18.0,0.6509714,0.0416666666666666,0.0,0.0,0.0,0.0,0.5942587,0.69510114,0.7924198,0.1208791208791208,0.6509714,0.0416666666666666,0.0,0.0,0.0,0.0,10.6966566,12.51182052,14.2635564,2.1758241758241743,5,0
DB01217,MESH:D008641,0,train,6.0,8.0,0.7639359,0.1711111111111111,0.3333333333333333,0.0,0.2786885245901639,0.0,0.804435,0.91063756,0.8078773,0.1083333333333333,4.5836154,1.0266666666666666,2.0,0.0,2.2295081967213117,0.0,6.43548,7.28510048,6.4630184,0.8666666666666664,5,0
DB00746,MESH:D001168,0,train,34.0,60.0,0.68000865,0.1896551724137931,1.0,0.0,0.0303030303030303,0.0,0.7829513,0.7617866,0.76833093,0.1049723756906077,23.1202941,6.448275862068965,34.0,0.0,1.818181818181818,0.0,46.977078,45.707196,46.0998558,6.298342541436462,5,0
DB00299,MESH:D000309,0,train,11.0,1.0,0.5585216,0.0545454545454545,0.0,0.0,0.0344827586206896,0.0,0.8358105,0.7103634,0.79144645,0.0927835051546391,6.1437376,0.5999999999999995,0.0,0.0,0.0344827586206896,0.0,0.8358105,0.7103634,0.79144645,0.0927835051546391,5,0
DB01034,MESH:D000987,0,train,1.0,2.0,0.52030265,0.0248447204968944,0.0,0.0,0.0,0.0,0.56792307,0.8129816,0.47232282,0.0404040404040404,0.52030265,0.0248447204968944,0.0,0.0,0.0,0.0,1.13584614,1.6259632,0.94464564,0.0808080808080808,5,0
DB00423,MESH:D054318,0,train,0.0,2.0,0.48660228,0.0543933054393305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB04948,MESH:D003110,0,train,51.0,7.0,0.574009,0.3615205585725368,0.5,0.1739130434782608,0.1866666666666666,0.0,0.85769,0.9240793,0.83361876,0.240506329113924,29.274459,18.437548487199376,25.5,1.2173913043478255,1.3066666666666662,0.0,6.00383,6.468555100000001,5.83533132,1.683544303797468,5,0
DB00244,MESH:D008413,0,train,1.0,61.0,0.7135691,0.2093023255813954,0.5,0.0,0.0166666666666666,0.0,0.67559355,0.75302124,0.8062288,0.0943396226415094,0.7135691,0.2093023255813954,0.5,0.0,1.0166666666666626,0.0,41.21120655,45.93429564,49.1799568,5.7547169811320735,5,0
DB01217,MESH:D005183,0,train,2.0,8.0,0.6188822,0.0367647058823529,0.5,0.0,0.106060606060606,0.0,0.6487824,0.7800886,0.71092534,0.0952380952380952,1.2377644,0.0735294117647058,1.0,0.0,0.848484848484848,0.0,5.1902592,6.2407088,5.68740272,0.7619047619047616,5,0
DB00901,MESH:D009896,0,train,13.0,1.0,0.74310327,0.0140449438202246,0.0,0.05,0.0714285714285714,0.0,0.76380134,0.81230867,0.77241665,0.2137404580152671,9.66034251,0.1825842696629198,0.0,0.05,0.0714285714285714,0.0,0.76380134,0.81230867,0.77241665,0.2137404580152671,5,0
DB01407,MESH:D016638,0,train,1.0,6.0,0.6423074,0.0512820512820513,0.5,0.0,0.0,0.0,0.5772625,0.6981785,0.63049924,0.0842105263157894,0.6423074,0.0512820512820513,0.5,0.0,0.0,0.0,3.463575,4.189071,3.78299544,0.5052631578947364,5,0
DB01616,MESH:D004681,0,train,20.0,6.0,0.6911486,0.1307086614173228,0.3333333333333333,0.0,0.1304347826086956,0.0,0.72784615,0.765337,0.7374507,0.324074074074074,13.822972,2.614173228346456,6.666666666666666,0.0,0.7826086956521736,0.0,4.3670769,4.592022,4.4247042,1.944444444444444,5,0
DB01082,MESH:D013832,0,train,2.0,42.0,0.80280757,0.2272727272727273,0.0,0.0,0.0192307692307692,0.0,0.732065,0.7195113,0.69664586,0.037037037037037,1.60561514,0.4545454545454546,0.0,0.0,0.8076923076923064,0.0,30.74673,30.2194746,29.25912612,1.555555555555554,5,0
DB09229,MESH:D003117,0,train,19.0,1.0,0.38623887,0.0232312565997887,0.0,0.2,0.1388888888888889,0.0,0.72903085,0.8661991,0.8102168,0.2232142857142857,7.33853853,0.4413938753959853,0.0,0.2,0.1388888888888889,0.0,0.72903085,0.8661991,0.8102168,0.2232142857142857,5,0
DB00615,MESH:D007680,0,train,30.0,5.0,0.6288295,0.1872427983539094,0.0,0.0,0.1267605633802817,0.0454545454545454,0.87753296,0.90537333,0.8257068,0.2262443438914027,18.864885,5.617283950617281,0.0,0.0,0.6338028169014085,0.227272727272727,4.3876648000000005,4.52686665,4.128534,1.1312217194570136,5,0
DB12001,MESH:D007172,0,train,92.0,2.0,0.4877033,0.1026827012025901,0.25,0.0,0.2539682539682539,0.0,0.90427566,0.80184674,0.7905247,0.2738853503184713,44.8687036,9.44680851063829,23.0,0.0,0.5079365079365078,0.0,1.80855132,1.60369348,1.5810494,0.5477707006369426,5,0
DB09227,MESH:D060050,0,train,4.0,4.0,0.75713176,0.2484472049689441,0.5,0.3,0.392156862745098,0.0,0.9501933,0.81722784,0.72487885,0.6779661016949152,3.02852704,0.9937888198757764,2.0,1.2,1.568627450980392,0.0,3.8007732,3.26891136,2.8995154,2.711864406779661,5,0
DB00194,MESH:D006946,0,train,25.0,2.0,0.7305968,0.1622418879056046,0.0,0.0,0.09375,0.0,0.7255607,0.82903355,0.76827717,0.1884057971014492,18.26492,4.0560471976401145,0.0,0.0,0.1875,0.0,1.4511214,1.6580671,1.53655434,0.3768115942028984,5,0
DB00583,MESH:D005357,0,train,2.0,28.0,0.6982918,0.1872146118721461,1.0,0.0,0.0232558139534883,0.0,0.8017842,0.6505741,0.74006844,0.0869565217391304,1.3965836,0.3744292237442922,2.0,0.0,0.6511627906976724,0.0,22.4499576,18.2160748,20.72191632,2.4347826086956514,5,0
DB13953,MESH:D007805,0,train,6.0,9.0,0.52445316,0.2654028436018957,0.5,0.0952380952380952,0.1571428571428571,0.0,0.72239804,0.73513436,0.6152094,0.3,3.14671896,1.5924170616113742,3.0,0.8571428571428569,1.414285714285714,0.0,6.50158236,6.61620924,5.5368846000000005,2.7,5,0
DB01041,MESH:D045169,0,train,2.0,133.0,0.81356907,0.466557911908646,0.5,0.0,0.1325301204819277,0.0,0.7571643,0.8454659,0.8258393,0.1052631578947368,1.62713814,0.933115823817292,1.0,0.0,17.626506024096383,0.0,100.7028519,112.4469647,109.8366269,13.999999999999991,5,0
DB09221,MESH:D011668,0,train,2.0,3.0,0.78186655,0.043859649122807,0.0,0.0,0.0625,0.0,0.55159277,0.6613906,0.75798464,0.0958904109589041,1.5637331,0.087719298245614,0.0,0.0,0.1875,0.0,1.6547783099999998,1.9841718,2.27395392,0.2876712328767123,5,0
DB00454,MESH:D012559,0,train,70.0,46.0,0.867397,0.4390467461044913,1.0,0.3125,0.2758620689655172,0.1428571428571428,0.86105436,0.87311894,0.89234775,0.2894736842105263,60.71779,30.73327222731439,70.0,14.375,12.68965517241379,6.5714285714285685,39.60850056,40.16347124,41.0479965,13.31578947368421,5,0
DB00519,MESH:D008944,0,train,22.0,17.0,0.81463677,0.0062499999999999,1.0,1.0,0.44,0.1666666666666666,0.95063037,0.7176461,0.81662667,0.7052631578947368,17.92200894,0.1374999999999978,22.0,17.0,7.48,2.833333333333332,16.16071629,12.1999837,13.88265339,11.989473684210529,5,0
DB00991,MESH:D000402,0,train,20.0,3.0,0.4378463,0.0629921259842519,0.0,0.5,0.1458333333333333,0.0344827586206896,0.8227687,0.9122073,0.8466749,0.3370786516853932,8.756926,1.259842519685038,0.0,1.5,0.4374999999999999,0.1034482758620688,2.4683061,2.7366219000000003,2.5400247,1.0112359550561796,5,0
DB04982,MESH:D013375,0,train,187.0,3.0,0.59552217,0.4199288256227758,0.0,0.1428571428571428,0.1538461538461538,0.0,0.8606937,0.8399643,0.88688445,0.2678571428571428,111.36264579,78.52669039145907,0.0,0.4285714285714284,0.4615384615384614,0.0,2.5820811,2.5198929,2.66065335,0.8035714285714284,5,0
DB00546,MESH:D002311,0,train,34.0,2.0,0.7401177,0.2862275449101796,0.0,0.0652173913043478,0.1944444444444444,0.0,0.7125822,0.84294575,0.88473713,0.3039215686274509,25.1640018,9.731736526946106,0.0,0.1304347826086956,0.3888888888888888,0.0,1.4251644,1.6858915,1.76947426,0.6078431372549018,5,0
DB08907,MESH:D014564,0,train,8.0,7.0,0.692081,0.0967741935483871,0.5,0.0,0.0793650793650793,0.0,0.7329968,0.73342437,0.791788,0.211864406779661,5.536648,0.7741935483870968,4.0,0.0,0.5555555555555551,0.0,5.1309776,5.1339705900000006,5.542516,1.4830508474576272,5,0
DB00673,MESH:D013959,0,train,10.0,6.0,0.6409101,0.1532258064516128,0.0,0.0,0.1298701298701298,0.0,0.85558915,0.80350757,0.8225378,0.1216216216216216,6.409101000000001,1.532258064516128,0.0,0.0,0.7792207792207788,0.0,5.1335349,4.82104542,4.9352268,0.7297297297297296,5,0
DB02342,MESH:D005334,0,train,175.0,7.0,0.5636598,0.3703703703703703,0.0,0.1666666666666666,0.0943396226415094,0.0,0.8774539,0.82370293,0.82861817,0.2547169811320754,98.640465,64.8148148148148,0.0,1.1666666666666663,0.6603773584905658,0.0,6.1421773,5.765920510000001,5.80032719,1.783018867924528,5,0
DB01326,MESH:D005141,0,train,11.0,5.0,0.656666,0.1676300578034681,0.0,0.0,0.1666666666666666,0.0,0.92314655,0.90575635,0.8306178,0.2413793103448276,7.223326,1.843930635838149,0.0,0.0,0.833333333333333,0.0,4.61573275,4.52878175,4.153089,1.206896551724138,5,0
DB00995,MESH:D014973,0,train,3.0,23.0,0.74600947,0.2380952380952381,0.0,0.0,0.032258064516129,0.0,0.7511114,0.7828563,0.7258053,0.0625,2.23802841,0.7142857142857143,0.0,0.0,0.741935483870967,0.0,17.2755622,18.005694899999998,16.6935219,1.4375,5,0
DB00485,MESH:D000402,0,train,20.0,10.0,0.5595093,0.0774647887323943,0.0,0.0,0.1111111111111111,0.0,0.7881886,0.8235923,0.79404485,0.1702127659574468,11.190186,1.549295774647886,0.0,0.0,1.1111111111111112,0.0,7.881886,8.235923,7.9404485,1.702127659574468,5,0
DB00896,MESH:D008103,0,train,64.0,0.0,0.0,0.0,0.0,0.5,0.3823529411764705,0.0227272727272727,0.881135,0.89135057,0.87914145,0.3425925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00343,MESH:D014402,0,train,2.0,84.0,0.84215444,0.2518518518518519,0.25,0.0,0.0897435897435897,0.0,0.7633863,0.65961856,0.71478415,0.1120689655172413,1.68430888,0.5037037037037038,0.5,0.0,7.538461538461535,0.0,64.1244492,55.40795904,60.0418686,9.413793103448269,5,0
DB01189,MESH:D003557,0,train,2.0,14.0,0.5985347,0.0869565217391304,0.0,0.0,0.0606060606060606,0.0,0.65372264,0.7921971,0.65197825,0.0077519379844961,1.1970694,0.1739130434782608,0.0,0.0,0.8484848484848484,0.0,9.15211696,11.0907594,9.1276955,0.1085271317829454,5,0
DB00470,MESH:D013953,0,train,2.0,37.0,0.662226,0.04,0.0,0.0,0.0149253731343283,0.0,0.8499024,0.6215955,0.7001353,0.1276595744680851,1.324452,0.08,0.0,0.0,0.5522388059701471,0.0,31.4463888,22.9990335,25.9050061,4.723404255319148,5,0
DB11431,MESH:D003323,0,train,5.0,2.0,0.6921731,0.16,0.0,0.0,0.0816326530612244,0.0,0.58316094,0.7560409,0.68418336,0.1640625,3.4608655,0.8,0.0,0.0,0.1632653061224488,0.0,1.16632188,1.5120818,1.36836672,0.328125,5,0
DB04926,MESH:D000568,0,train,17.0,3.0,0.5898193,0.1388888888888888,0.0,0.0,0.0,0.0,0.6626874,0.77915746,0.8213489,0.1397849462365591,10.0269281,2.36111111111111,0.0,0.0,0.0,0.0,1.9880622,2.33747238,2.4640467,0.4193548387096772,5,0
DB00434,MESH:D001766,0,train,41.0,27.0,0.84110004,0.05,0.6666666666666666,0.3333333333333333,0.2125,0.019047619047619,0.85303,0.85808206,0.8141861,0.2745098039215686,34.48510164,2.0500000000000003,27.33333333333333,9.0,5.7375,0.514285714285713,23.03181,23.16821562,21.9830247,7.411764705882352,5,0
DB09285,MESH:D018754,0,train,36.0,2.0,0.5233774,0.2899628252788104,0.0,0.0,0.0465116279069767,0.1111111111111111,0.8820683,0.89171684,0.8286611,0.2162162162162162,18.8415864,10.438661710037174,0.0,0.0,0.0930232558139534,0.2222222222222222,1.7641366,1.78343368,1.6573222,0.4324324324324324,5,0
DB05271,MESH:D003248,0,train,62.0,3.0,0.61999047,0.3974358974358974,0.5,0.2692307692307692,0.2711864406779661,0.125,0.8533804,0.7913996,0.89587104,0.2626262626262626,38.43940914,24.64102564102564,31.0,0.8076923076923077,0.8135593220338984,0.375,2.5601412000000003,2.3741988,2.68761312,0.7878787878787878,5,0
DB04630,MESH:D016171,0,train,97.0,18.0,0.7894032,0.0869565217391304,1.0,0.0,0.1290322580645161,0.0,0.6904724,0.72466666,0.7657738,0.170886075949367,76.5721104,8.434782608695649,97.0,0.0,2.3225806451612896,0.0,12.4285032,13.04399988,13.7839284,3.0759493670886062,5,0
DB01576,MESH:D004681,0,train,20.0,54.0,0.70852804,0.1983240223463687,0.5,0.5263157894736842,0.6,0.4,0.9771998,0.7938584,0.769197,1.0,14.1705608,3.966480446927374,10.0,28.421052631578945,32.4,21.6,52.7687892,42.8683536,41.536638,54.0,5,0
DB00186,MESH:D008831,0,train,12.0,46.0,0.7127831,0.1846153846153846,0.4,0.8888888888888888,0.1666666666666666,0.05,0.8581026,0.8304939,0.8099966,0.2527472527472527,8.5533972,2.215384615384615,4.800000000000001,40.888888888888886,7.666666666666663,2.3000000000000003,39.472719600000005,38.2027194,37.2598436,11.626373626373624,5,0
DB04335,MESH:D006212,0,train,157.0,2.0,0.36382115,0.032,0.0,0.0,0.2,0.0,0.74921393,0.7935778,0.76737356,0.5,57.11992055,5.024,0.0,0.0,0.4,0.0,1.49842786,1.5871556,1.53474712,1.0,5,0
DB00381,MESH:D011164,0,train,3.0,51.0,0.8811628,0.2352941176470588,1.0,0.1538461538461538,0.2575757575757575,0.0344827586206896,0.725037,0.82263005,0.824536,0.217391304347826,2.6434884,0.7058823529411764,3.0,7.846153846153844,13.136363636363631,1.7586206896551697,36.976887000000005,41.95413255,42.051336,11.086956521739124,5,0
DB03516,MESH:D012600,0,train,3.0,2.0,0.30688745,0.08125,0.0,0.0,0.0263157894736842,0.0,0.7559289,0.83974224,0.81957465,0.0987654320987654,0.92066235,0.24375,0.0,0.0,0.0526315789473684,0.0,1.5118578,1.67948448,1.6391493,0.1975308641975308,5,0
DB00738,MESH:D006502,0,train,5.0,44.0,0.7777476,0.4689655172413793,0.5,0.0,0.06,0.0,0.8177539,0.8772073,0.8773268,0.0925925925925925,3.888738,2.3448275862068964,2.5,0.0,2.64,0.0,35.9811716,38.5971212,38.6023792,4.07407407407407,5,0
DB00320,MESH:D006344,0,train,13.0,20.0,0.8076826,0.0357142857142857,0.5,0.4473684210526316,0.2424242424242424,0.0,0.8554665,0.85317516,0.8735019,0.2091503267973856,10.4998738,0.4642857142857141,6.5,8.947368421052632,4.848484848484848,0.0,17.10933,17.0635032,17.470038000000002,4.183006535947712,5,0
DB06267,MESH:D001014,0,train,5.0,1.0,0.48298582,0.1989528795811518,0.0,0.0,0.1111111111111111,0.0,0.82859755,0.80399597,0.71560985,0.1333333333333333,2.4149291,0.994764397905759,0.0,0.0,0.1111111111111111,0.0,0.82859755,0.80399597,0.71560985,0.1333333333333333,5,0
DB00356,MESH:D017681,0,train,4.0,8.0,0.81684965,0.1287128712871287,0.0,0.0,0.1206896551724138,0.0,0.73845357,0.85273194,0.7559302,0.1707317073170731,3.2673986,0.5148514851485148,0.0,0.0,0.9655172413793104,0.0,5.90762856,6.82185552,6.0474416,1.3658536585365848,5,0
DB00593,MESH:D014402,0,train,2.0,31.0,0.8814578,0.3313953488372093,0.25,0.0,0.1470588235294117,0.0,0.70814127,0.7251476,0.67143285,0.0572916666666666,1.7629156,0.6627906976744186,0.5,0.0,4.558823529411763,0.0,21.952379370000003,22.4795756,20.81441835,1.7760416666666647,5,0
DB00960,MESH:D009373,0,train,6.0,26.0,0.43650222,0.2717391304347826,0.0,0.0,0.0588235294117647,0.0,0.8528027,0.66488165,0.6534721,0.1134020618556701,2.61901332,1.6304347826086956,0.0,0.0,1.5294117647058822,0.0,22.1728702,17.2869229,16.9902746,2.948453608247423,5,0
DB06589,MESH:D066126,0,train,29.0,3.0,0.7987659,0.254886630179828,0.6666666666666666,0.0,0.34,0.0,0.90475374,0.8443782,0.8055341,0.2054794520547945,23.1642111,7.391712275215012,19.33333333333333,0.0,1.02,0.0,2.71426122,2.5331346,2.4166023,0.6164383561643836,5,0
DB00014,MESH:D011225,0,train,17.0,7.0,0.6457691,0.189795918367347,0.0,0.0,0.1111111111111111,0.037037037037037,0.8864722,0.88161254,0.6606474,0.1352313167259786,10.9780747,3.2265306122448987,0.0,0.0,0.7777777777777777,0.259259259259259,6.2053054,6.17128778,4.6245318,0.9466192170818502,5,0
DB00955,MESH:D018567,0,train,2.0,28.0,0.47536844,0.05,0.5,0.0,0.0263157894736842,0.0,0.6401173,0.6784426,0.69284093,0.0555555555555555,0.95073688,0.1,1.0,0.0,0.7368421052631575,0.0,17.9232844,18.9963928,19.39954604,1.555555555555554,5,0
DB00706,MESH:D006689,0,train,20.0,8.0,0.8016808,0.2925598991172762,0.2,0.0,0.0789473684210526,0.0,0.83541536,0.78167474,0.8047681,0.196078431372549,16.033616,5.851197982345524,4.0,0.0,0.6315789473684208,0.0,6.68332288,6.25339792,6.4381448,1.568627450980392,5,0
DB01016,MESH:D002294,0,train,27.0,42.0,0.69864285,0.4946695095948827,0.0,0.0,0.1864406779661017,0.0,0.8140343,0.78522086,0.7624961,0.2086330935251798,18.86335695,13.356076759061834,0.0,0.0,7.830508474576272,0.0,34.1894406,32.97927612,32.0248362,8.762589928057553,5,0
DB01077,MESH:D000648,0,train,9.0,5.0,0.7959378,0.0,0.6666666666666666,0.0,0.0,0.0,0.7713068,0.6149787,0.80390066,0.0638297872340425,7.1634402,0.0,6.0,0.0,0.0,0.0,3.856534,3.0748935,4.0195033,0.3191489361702125,5,0
DB00755,MESH:D012509,0,train,12.0,150.0,0.78995275,0.4609120521172638,1.0,0.0,0.1904761904761904,0.0,0.8713499,0.7966592,0.8328811,0.1842105263157894,9.479433,5.530944625407166,12.0,0.0,28.57142857142856,0.0,130.702485,119.49888,124.932165,27.63157894736841,5,0
DB00564,MESH:D002546,0,train,26.0,191.0,0.7285304,0.2533692722371967,1.0,0.4347826086956521,0.2111111111111111,0.0153846153846153,0.9093682,0.859269,0.81826806,0.3146067415730337,18.9417904,6.587601078167114,26.0,83.04347826086955,40.32222222222222,2.9384615384615222,173.68932619999998,164.120379,156.28919946,60.08988764044943,5,0
DB00731,MESH:D011015,0,train,10.0,2.0,0.6117361,0.0677419354838709,0.0,0.0,0.072463768115942,0.0,0.74571157,0.7358484,0.5772924,0.2035398230088495,6.117361,0.6774193548387091,0.0,0.0,0.144927536231884,0.0,1.49142314,1.4716968,1.1545848,0.407079646017699,5,0
DB05885,MESH:D010182,0,train,11.0,1.0,0.5564761,0.1637630662020905,0.0,0.0384615384615384,0.1153846153846153,0.0,0.77248365,0.7666587,0.8604344,0.1132075471698113,6.1212371,1.8013937282229957,0.0,0.0384615384615384,0.1153846153846153,0.0,0.77248365,0.7666587,0.8604344,0.1132075471698113,5,0
DB11979,MESH:D005532,0,train,4.0,1.0,0.595078,0.0418250950570342,0.0,0.0,0.0892857142857142,0.0,0.781651,0.7685847,0.7537178,0.2013422818791946,2.380312,0.1673003802281368,0.0,0.0,0.0892857142857142,0.0,0.781651,0.7685847,0.7537178,0.2013422818791946,5,0
DB00711,MESH:D011618,0,train,82.0,12.0,0.7612383,0.3115577889447236,0.0,0.3333333333333333,0.1538461538461538,0.0,0.907186,0.8526981,0.7742983,0.2,62.4215406,25.54773869346733,0.0,4.0,1.8461538461538456,0.0,10.886232,10.2323772,9.2915796,2.4000000000000004,5,0
DB06774,MESH:D019512,0,train,2.0,89.0,0.7635396,0.4,0.5,0.0,0.1333333333333333,0.0,0.8932291,0.67019856,0.7187495,0.1313131313131313,1.5270792,0.8,1.0,0.0,11.866666666666664,0.0,79.4973899,59.64767184,63.968705500000006,11.686868686868683,5,0
